100000,10000,1.1405
100000,30000,3.56524
100000,50000,5.74401
500000,10000,6.37564
500000,30000,18.2124
500000,50000,32.7222
1000000,10000,16.1816
1000000,30000,51.6192
1000000,50000,85.5848
