100000,10000,1.81674,1
100000,10000,0.895658,2
100000,10000,0.482645,4
100000,10000,0.312046,8
100000,10000,0.290127,16
100000,10000,0.36007,32
100000,30000,5.29983,1
100000,30000,2.59665,2
100000,30000,1.40721,4
100000,30000,0.895979,8
100000,30000,0.775175,16
100000,30000,1.17117,32
100000,50000,8.60263,1
100000,50000,4.14309,2
100000,50000,2.47236,4
100000,50000,1.52756,8
100000,50000,1.46649,16
100000,50000,1.83547,32
500000,10000,8.54184,1
500000,10000,4.41206,2
500000,10000,2.34039,4
500000,10000,1.12446,8
500000,10000,0.683836,16
500000,10000,0.56419,32
500000,30000,26.8628,1
500000,30000,13.6568,2
500000,30000,6.94807,4
500000,30000,3.41617,8
500000,30000,2.13753,16
500000,30000,1.71219,32
500000,50000,42.59,1
500000,50000,22.3988,2
500000,50000,11.3765,4
500000,50000,5.73531,8
500000,50000,3.45255,16
500000,50000,2.76751,32
1000000,10000,17.9374,1
1000000,10000,8.94899,2
1000000,10000,4.5097,4
1000000,10000,2.38212,8
1000000,10000,1.31503,16
1000000,10000,0.931828,32
1000000,30000,51.9917,1
1000000,30000,27.2356,2
1000000,30000,13.5611,4
1000000,30000,7.07393,8
1000000,30000,3.80933,16
1000000,30000,2.54702,32
1000000,50000,89.1938,1
1000000,50000,43.8692,2
1000000,50000,22.7495,4
1000000,50000,11.7681,8
1000000,50000,6.29174,16
1000000,50000,4.3415,32
