1000,100000,1.18336
1000,500000,9.71881
1000,1000000,12.5978
5000,100000,7.18272
5000,500000,26.3515
5000,1000000,50.6211
10000,100000,17.2696
10000,500000,59.7841
10000,1000000,129.128
