1000,100000,1.29034,1
1000,100000,1.16221,2
1000,100000,1.00825,4
1000,100000,1.07137,8
1000,100000,1.4245,16
1000,100000,2.18857,32
1000,500000,5.99752,1
1000,500000,5.11578,2
1000,500000,3.99826,4
1000,500000,4.70301,8
1000,500000,6.59537,16
1000,500000,10.4443,32
1000,1000000,11.5104,1
1000,1000000,10.5412,2
1000,1000000,7.9557,4
1000,1000000,9.73677,8
1000,1000000,13.1556,16
1000,1000000,20.0724,32
5000,100000,7.52502,1
5000,100000,4.41427,2
5000,100000,2.95613,4
5000,100000,2.48711,8
5000,100000,2.67414,16
5000,100000,3.54079,32
5000,500000,38.7043,1
5000,500000,25.9953,2
5000,500000,20.3112,4
5000,500000,18.8659,8
5000,500000,19.714,16
5000,500000,23.6814,32
5000,1000000,69.8266,1
5000,1000000,42.6071,2
5000,1000000,31.3813,4
5000,1000000,28.7289,8
5000,1000000,31.2295,16
5000,1000000,39.957,32
10000,100000,14.6867,1
10000,100000,8.87858,2
10000,100000,4.93902,4
10000,100000,3.28749,8
10000,100000,3.35856,16
10000,100000,3.84292,32
10000,500000,80.7625,1
10000,500000,44.0625,2
10000,500000,29.2783,4
10000,500000,22.2233,8
10000,500000,22.0117,16
10000,500000,25.9209,32
10000,1000000,156.671,1
10000,1000000,92.4207,2
10000,1000000,68.1387,4
10000,1000000,54.5377,8
10000,1000000,53.5111,16
10000,1000000,62.5476,32
